Rk,name,code,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV_G,PP_G,SH_G,GW_G,EV_A,PP_A,SH_A,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,W,L,OL,TM_PTS,DIV,PLAYOFF,ppg%,ppa%,pkg%,pka%,Color
326,Brendan Guhle,guhlebr01,21,BUF,D,2,0,0,0,1,2,0.1,0,0,0,0,0,0,0,1,0,23,11:41:00,0,1,0,0,NA,33,39,10,76,ATL,n,NaN,NaN,NaN,NaN,#002654
327,Carl Gunnarsson,gunnaca01,32,STL,D,25,3,4,7,8,6,2,3,0,0,1,3,0,1,21,14.3,398,15:56:00,35,11,0,0,NA,45,28,9,99,CEN,y,0,0,0,0.25,#002F87
328,Denis Gurianov,guriade01,21,DAL,RW,21,1,3,4,-3,0,0.1,1,0,0,0,2,1,0,23,4.3,228,10:52:00,9,23,1,1,50,43,32,7,93,CEN,y,0,0.333333333,0,0,#006847
329,Erik Gustafsson,gustaer02,26,CHI,D,79,17,43,60,-6,34,7.7,13,4,0,3,29,14,0,160,10.6,1784,22:35:00,115,100,0,0,NA,36,34,12,84,CEN,n,0.235294118,0.325581395,0,0,#CF0A2C
330,Carl Hagelin,hagelca01,30,LAK,LW,22,1,4,5,-2,8,0.1,1,0,0,1,4,0,0,36,2.8,309,14:02:00,11,18,2,11,15.4,31,42,9,71,PAC,n,0,0,0,0,#111111
330,Carl Hagelin,hagelca01,30,WSH,LW,20,3,8,11,7,10,1.1,3,0,0,1,8,0,0,35,8.6,299,14:56:00,5,13,3,4,42.9,48,26,8,104,MET,y,0,0,0,0,#041E42
330,Carl Hagelin,hagelca01,30,PIT,LW,16,1,2,3,2,12,0,1,0,0,0,2,0,0,28,3.6,247,15:27:00,4,33,1,6,14.3,44,26,12,100,MET,y,0,0,0,0,#FCB514
331,Robert Hagg,haggro01,23,PHI,D,82,5,15,20,-3,63,3.3,5,0,0,1,15,0,0,86,5.8,1390,16:57:00,158,258,0,0,NA,37,37,8,82,MET,n,0,0,0,0,#F74902
332,Ron Hainsey,hainsro01,37,TOR,D,81,5,18,23,30,21,5.6,4,0,1,0,18,0,0,81,6.2,1641,20:15:00,144,91,1,0,100,46,28,8,100,ATL,y,0,0,0.2,0,#00205B
333,Libor Hajek,hajekli01,20,NYR,D,5,1,0,1,1,6,0.3,1,0,0,0,0,0,0,10,10,83,16:32:00,3,5,0,0,NA,32,36,14,78,MET,n,0,NaN,0,NaN,#0038A8
334,Micheal Haley,haleymi01,32,FLA,C,24,1,2,3,-2,30,0,1,0,0,0,2,0,0,20,5,180,7:31:00,6,44,12,12,50,36,32,14,86,ATL,n,0,0,0,0,#B9975B
334,Micheal Haley,haleymi01,32,SJS,C,19,1,2,3,0,45,0.1,1,0,0,0,2,0,0,14,7.1,168,8:49:00,10,32,1,5,16.7,46,27,9,101,PAC,y,0,0,0,0,#006D75
335,Taylor Hall,hallta02,27,NJD,LW,33,11,26,37,-6,16,3.8,10,1,0,3,15,11,0,113,9.7,650,19:41:00,29,22,26,32,44.8,31,41,10,72,MET,n,0.090909091,0.423076923,0,0,#000000
336,Dan Hamhuis,hamhuda01,36,NSH,D,57,0,5,5,-2,28,1.2,0,0,0,0,5,0,0,39,0,915,16:03:00,61,38,0,0,NA,47,29,6,100,CEN,y,NaN,0,NaN,0,#FFB81C
337,Dougie Hamilton,hamildo01,25,CAR,D,82,18,21,39,0,54,7.6,16,2,0,2,16,5,0,259,6.9,1613,19:40:00,91,160,0,1,0,46,29,7,99,MET,y,0.111111111,0.238095238,0,0,#CC0000
338,Travis Hamonic,hamontr01,28,CGY,D,69,7,12,19,21,33,4.7,6,0,1,1,10,0,2,128,5.5,1440,20:52:00,167,44,0,1,0,50,25,7,107,PAC,y,0,0,0.142857143,0.166666667,#C8102E
339,Noah Hanifin,hanifno01,22,CGY,D,80,5,28,33,18,12,5.7,3,1,1,2,23,4,1,116,4.3,1662,20:46:00,83,87,0,0,NA,50,25,7,107,PAC,y,0.2,0.142857143,0.2,0.035714286,#C8102E
340,Joel Hanley,hanlejo01,27,DAL,D,16,0,0,0,0,2,0.4,0,0,0,0,0,0,0,9,0,219,13:42:00,16,16,0,0,NA,43,32,7,93,CEN,y,NaN,NaN,NaN,NaN,#006847
341,Markus Hannikainen,hannima01,25,CBJ,LW,44,4,3,7,-5,2,0.2,4,0,0,1,3,0,0,52,7.7,417,9:29:00,8,63,0,3,0,47,31,4,98,MET,y,0,0,0,0,#002654
342,Martin Hanzal,hanzama01,31,DAL,C,7,1,1,2,-4,4,0,0,1,0,0,1,0,0,14,7.1,90,12:52:00,4,14,45,31,59.2,43,32,7,93,CEN,y,1,0,0,0,#006847
343,Ben Harpur,harpube01,24,OTT,D,51,1,4,5,-13,56,0.4,1,0,0,0,4,0,0,50,2,899,17:37:00,69,89,0,0,NA,29,47,6,64,ATL,n,0,0,0,0,#C2912C
344,Scott Harrington,harrisc01,25,CBJ,D,73,2,15,17,6,23,3.3,2,0,0,0,15,0,0,54,3.7,952,13:03:00,81,73,0,0,NA,47,31,4,98,MET,y,0,0,0,0,#002654
345,Ryan Hartman,hartmry01,24,NSH,RW,64,10,10,20,7,44,1.9,10,0,0,2,10,0,0,113,8.8,860,13:26:00,21,69,2,11,15.4,47,29,6,100,CEN,y,0,0,0,0,#FFB81C
345,Ryan Hartman,hartmry01,24,PHI,RW,19,2,4,6,-6,30,0.2,2,0,0,0,4,0,0,32,6.3,229,12:03:00,18,38,2,1,66.7,37,37,8,82,MET,n,0,0,0,0,#F74902
346,Garnet Hathaway,hathaga01,27,CGY,RW,76,11,8,19,14,56,2,9,0,2,5,8,0,0,77,14.3,800,10:32:00,36,200,7,8,46.7,50,25,7,107,PAC,y,0,0,0.181818182,0,#C8102E
347,Erik Haula,haulaer01,27,VEG,LW,15,2,5,7,1,10,0.6,2,0,0,0,4,1,0,26,7.7,249,16:35:00,6,11,78,74,51.3,43,32,7,93,PAC,y,0,0.2,0,0,#B4975A
348,Jayce Hawryluk,hawryja01,23,FLA,C,42,7,5,12,-8,16,1,7,0,0,0,4,1,0,35,20,396,9:26:00,25,101,14,5,73.7,36,32,14,86,ATL,n,0,0.2,0,0,#B9975B
349,John Hayden,haydejo01,23,CHI,C,54,3,2,5,-12,27,-0.6,3,0,0,0,2,0,0,42,7.1,495,9:10:00,23,97,7,22,24.1,36,34,12,84,CEN,n,0,0,0,0,#CF0A2C
350,Kevin Hayes,hayeske01,26,NYR,RW,51,14,28,42,1,10,4.1,9,3,2,1,19,8,1,119,11.8,992,19:27:00,12,51,373,395,48.6,32,36,14,78,MET,n,0.214285714,0.285714286,0.142857143,0.035714286,#0038A8
350,Kevin Hayes,hayeske01,26,WPG,RW,20,5,8,13,-3,2,1.2,5,0,0,1,8,0,0,37,13.5,306,15:17:00,3,7,110,103,51.6,47,30,5,99,CEN,y,0,0,0,0,#004C97
351,Dillon Heatherington,heathdi01,23,DAL,D,5,0,1,1,4,0,0.5,0,0,0,0,1,0,0,5,0,51,10:11:00,2,6,0,0,NA,43,32,7,93,CEN,y,NaN,0,NaN,0,#006847
352,Victor Hedman,hedmavi01,28,TBL,D,70,12,42,54,24,44,8.9,10,2,0,4,18,23,1,182,6.6,1594,22:46:00,97,59,0,1,0,62,16,4,128,ATL,y,0.166666667,0.547619048,0,0.023809524,#002868
353,Tim Heed,heedti01,28,SJS,D,37,2,11,13,9,10,2.5,1,1,0,0,9,2,0,41,4.9,532,14:22:00,31,16,0,0,NA,46,27,9,101,PAC,y,0.5,0.181818182,0,0,#006D75
354,Danton Heinen,heineda01,23,BOS,C,77,11,23,34,13,16,3.3,10,1,0,2,17,6,0,114,9.6,1076,13:58:00,36,54,2,10,16.7,49,24,9,107,ATL,y,0.090909091,0.260869565,0,0,#FFB81C
355,Miro Heiskanen,heiskmi01,19,DAL,D,82,12,21,33,-14,16,6.5,10,2,0,4,14,6,1,182,6.6,1895,23:07:00,71,34,0,0,NA,43,32,7,93,CEN,y,0.166666667,0.285714286,0,0.047619048,#006847
356,Darren Helm,helmda01,32,DET,C,61,7,10,17,-11,20,0.5,6,0,1,0,7,0,3,107,6.5,889,14:35:00,26,50,16,20,44.4,32,40,10,74,ATL,n,0,0,0.142857143,0.3,#CE1126
357,Matt Hendricks,hendrma01,37,MIN,C,22,0,2,2,-2,19,-0.1,0,0,0,0,2,0,0,20,0,198,8:59:00,5,31,41,35,53.9,37,36,9,83,CEN,n,NaN,0,NaN,0,#154734
357,Matt Hendricks,hendrma01,37,WPG,C,4,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,32,8:04:00,3,9,1,0,100,47,30,5,99,CEN,y,NaN,0,NaN,0,#004C97
358,Adam Henrique,henriad01,28,ANA,C,82,18,24,42,-5,24,4,10,8,0,3,18,5,1,122,14.8,1349,16:27:00,71,78,571,511,52.8,35,37,10,80,PAC,n,0.444444444,0.208333333,0,0.041666667,#F47A38
359,Tomas Hertl,hertlto01,25,SJS,C,77,35,39,74,5,18,8.3,23,11,1,5,34,4,1,176,19.9,1465,19:01:00,64,53,609,574,51.5,46,27,9,101,PAC,y,0.314285714,0.102564103,0.028571429,0.025641026,#006D75
360,Joe Hicketts,hickejo01,22,DET,D,11,0,0,0,-9,0,-0.5,0,0,0,0,0,0,0,16,0,204,18:35:00,27,17,0,0,NA,32,40,10,74,ATL,n,NaN,NaN,NaN,NaN,#CE1126
361,Thomas Hickey,hicketh01,29,NYI,D,40,0,4,4,5,33,1.6,0,0,0,0,3,0,1,47,0,740,18:30:00,71,40,0,0,NA,48,27,7,103,MET,y,NaN,0,NaN,0.25,#00539B
362,Vinnie Hinostroza,hinosvi01,24,ARI,C,72,16,23,39,-4,14,4.2,13,3,0,3,21,2,0,152,10.5,1099,15:16:00,41,69,39,64,37.9,39,35,8,86,PAC,n,0.1875,0.086956522,0,0,#8C2633
363,Roope Hintz,hintzro01,22,DAL,LW,58,9,13,22,-11,24,1.6,6,3,0,3,10,3,0,99,9.1,815,14:03:00,36,87,217,183,54.3,43,32,7,93,CEN,y,0.333333333,0.230769231,0,0,#006847
364,Taro Hirose,hirosta01,22,DET,LW,10,1,6,7,0,2,0.5,1,0,0,1,5,1,0,15,6.7,153,15:18:00,9,1,1,0,100,32,40,10,74,ATL,n,0,0.166666667,0,0,#CE1126
365,Nico Hischier,hischni01,20,NJD,C,69,17,30,47,0,24,4.8,14,3,0,3,22,8,0,160,10.6,1249,18:06:00,44,53,437,529,45.2,31,41,10,72,MET,n,0.176470588,0.266666667,0,0,#000000
366,Niklas Hjalmarsson,hjalmni01,31,ARI,D,82,0,10,10,8,44,4.2,0,0,0,0,8,0,2,57,0,1615,19:42:00,187,45,0,0,NA,39,35,8,86,PAC,n,NaN,0,NaN,0.2,#8C2633
367,Joshua Ho-Sang,hosanjo01,23,NYI,C,10,1,1,2,2,6,0.1,1,0,0,0,1,0,0,10,10,145,14:31:00,3,0,0,1,0,48,27,7,103,MET,y,0,0,0,0,#00539B
368,Mike Hoffman,hoffmmi02,29,FLA,C,82,36,34,70,-24,30,7.3,19,17,0,6,16,18,0,253,14.2,1463,17:50:00,26,42,13,25,34.2,36,32,14,86,ATL,n,0.472222222,0.529411765,0,0,#B9975B
369,Nick Holden,holdeni01,31,VEG,D,61,3,12,15,5,14,3.2,3,0,0,0,10,0,2,77,3.9,1116,18:18:00,76,104,0,0,NA,43,32,7,93,PAC,y,0,0,0,0.166666667,#B4975A
370,Justin Holl,hollju01,27,TOR,D,11,0,1,1,-5,2,-0.2,0,0,0,0,1,0,0,6,0,137,12:29:00,5,9,0,0,NA,46,28,8,100,ATL,y,NaN,0,NaN,0,#00205B
371,Korbinian Holzer,holzeko01,30,ANA,D,22,1,3,4,5,8,1.4,1,0,0,0,3,0,0,15,6.7,353,16:04:00,38,61,0,0,NA,35,37,10,80,PAC,n,0,0,0,0,#F47A38
372,Julius Honka,honkaju01,23,DAL,D,29,0,4,4,-2,10,0.9,0,0,0,0,4,0,0,38,0,398,13:43:00,31,16,0,1,0,43,32,7,93,CEN,y,NaN,0,NaN,0,#006847
373,Patric Hornqvist,hornqpa01,32,PIT,RW,69,18,19,37,-3,26,3.6,12,6,0,2,13,6,0,197,9.1,1068,15:29:00,34,150,9,9,50,44,26,12,100,MET,y,0.333333333,0.315789474,0,0,#FCB514
374,Bo Horvat,horvabo01,23,VAN,C,82,27,34,61,-4,33,6.2,18,7,2,3,22,11,1,227,11.9,1709,20:50:00,63,62,1083,935,53.7,35,36,11,81,PAC,n,0.259259259,0.323529412,0.074074074,0.029411765,#00843D
375,Brett Howden,howdebr01,20,NYR,C,66,6,17,23,-16,14,0.7,6,0,0,1,15,2,0,74,8.1,986,14:56:00,47,64,353,376,48.4,32,36,14,78,MET,n,0,0.117647059,0,0,#0038A8
376,Filip Hronek,hronefi01,21,DET,D,46,5,18,23,-10,30,2.9,4,1,0,0,13,4,1,73,6.8,918,19:58:00,32,66,0,0,NA,32,40,10,74,ATL,n,0.2,0.222222222,0,0.055555556,#CE1126
377,Jonathan Huberdeau,huberjo01,25,FLA,C,82,30,62,92,-14,40,9.1,19,11,0,5,39,23,0,226,13.3,1546,18:51:00,45,57,12,7,63.2,36,32,14,86,ATL,n,0.366666667,0.370967742,0,0,#B9975B
378,Charles Hudon,hudonch01,24,MTL,LW,32,3,2,5,-9,16,-0.2,3,0,0,0,1,1,0,50,6,374,11:40:00,9,73,4,5,44.4,44,30,8,96,ATL,n,0,0.5,0,0,#AF1E2D
379,Quinn Hughes,hughequ01,19,VAN,D,5,0,3,3,0,2,0.4,0,0,0,0,1,2,0,6,0,90,18:05:00,1,1,0,0,NA,35,36,11,81,PAC,n,NaN,0.666666667,NaN,0,#00843D
380,Brad Hunt,huntbr01,30,MIN,D,29,3,2,5,-5,6,1.1,0,3,0,0,1,1,0,47,6.4,428,14:46:00,18,11,0,0,NA,37,36,9,83,CEN,n,1,0.5,0,0,#154734
380,Brad Hunt,huntbr01,30,VEG,D,13,2,5,7,3,2,1.3,1,1,0,1,2,3,0,28,7.1,197,15:10:00,10,7,0,0,NA,43,32,7,93,PAC,y,0.5,0.6,0,0,#B4975A
381,Dryden Hunt,huntdr01,23,FLA,LW,31,3,7,10,0,8,0.7,3,0,0,0,7,0,0,53,5.7,343,11:04:00,9,65,0,3,0,36,32,14,86,ATL,n,0,0,0,0,#B9975B
382,Matt Hunwick,hunwima01,33,BUF,D,14,0,2,2,-7,4,0,0,0,0,0,2,0,0,10,0,220,15:41:00,9,6,0,0,NA,33,39,10,76,ATL,n,NaN,0,NaN,0,#002654
383,Ben Hutton,huttobe01,25,VAN,D,69,5,15,20,-23,43,2.7,4,1,0,1,7,7,1,114,4.4,1543,22:21:00,102,55,0,0,NA,35,36,11,81,PAC,n,0.2,0.466666667,0,0.066666667,#00843D
384,Tomas Hyka,hykato01,25,VEG,RW,17,1,3,4,-2,2,0.1,1,0,0,0,1,2,0,22,4.5,200,11:46:00,5,6,1,1,50,43,32,7,93,PAC,y,0,0.666666667,0,0,#B4975A
385,Zach Hyman,hymanza01,26,TOR,C,71,21,20,41,16,65,4.5,20,0,1,4,20,0,0,144,14.6,1227,17:17:00,39,102,112,126,47.1,46,28,8,100,ATL,y,0,0,0.047619048,0,#00205B
386,Alex Iafallo,iafalal01,25,LAK,C,82,15,18,33,-17,22,2.3,13,2,0,2,14,4,0,148,10.1,1380,16:50:00,54,87,7,17,29.2,31,42,9,71,PAC,n,0.133333333,0.222222222,0,0,#111111
387,Matt Irwin,irwinma01,31,NSH,D,44,1,6,7,5,38,1.7,1,0,0,0,6,0,0,50,2,497,11:18:00,37,80,0,0,NA,47,29,6,100,CEN,y,0,0,0,0,#FFB81C
388,Joshua Jacobs,jacobjo01,22,NJD,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,15,14:54:00,1,2,0,0,NA,31,41,10,72,MET,n,NaN,NaN,NaN,NaN,#000000
389,Mark Jankowski,jankoma01,24,CGY,C,79,14,18,32,6,12,2.9,9,0,5,1,15,0,3,99,14.1,1004,12:42:00,56,30,426,394,52,50,25,7,107,PAC,y,0,0,0.357142857,0.166666667,#C8102E
390,Mattias Janmark,janmama02,26,DAL,C,81,6,19,25,-4,24,1.3,6,0,0,0,17,1,1,105,5.7,1233,15:13:00,44,28,10,16,38.5,43,32,7,93,CEN,y,0,0.052631579,0,0.052631579,#006847
391,Calle Jarnkrok,jarnkca01,27,NSH,C,79,10,16,26,13,12,2.1,8,1,1,1,15,1,0,106,9.4,1219,15:26:00,22,56,166,165,50.2,47,29,6,100,CEN,y,0.1,0.0625,0.1,0,#FFB81C
392,Christian Jaros,jarosch01,22,OTT,D,61,1,9,10,-14,27,0.8,1,0,0,0,7,2,0,65,1.5,876,14:22:00,82,110,0,0,NA,29,47,6,64,ATL,n,0,0.222222222,0,0,#C2912C
393,Dmitrij Jaskin,jaskidm01,25,WSH,RW,37,2,6,8,-5,6,0.1,2,0,0,0,6,0,0,48,4.2,373,10:05:00,14,87,0,3,0,48,26,8,104,MET,y,0,0,0,0,#041E42
394,Boone Jenner,jennebo01,25,CBJ,C,77,16,22,38,6,42,3.6,14,1,1,3,20,2,0,170,9.4,1314,17:04:00,70,158,626,531,54.1,47,31,4,98,MET,y,0.0625,0.090909091,0.0625,0,#002654
395,Nick Jensen,jenseni02,28,DET,D,60,2,13,15,1,17,3,2,0,0,0,12,0,1,66,3,1248,20:48:00,79,61,0,0,NA,32,40,10,74,ATL,n,0,0,0,0.076923077,#CE1126
395,Nick Jensen,jenseni02,28,WSH,D,20,0,5,5,3,4,0.8,0,0,0,0,5,0,0,28,0,340,17:00:00,26,21,0,0,NA,48,26,8,104,MET,y,NaN,0,NaN,0,#041E42
396,Jakub Jerabek,jerabja01,27,STL,D,1,0,0,0,-3,2,-0.2,0,0,0,0,0,0,0,1,0,8,7:52:00,1,0,0,0,NA,45,28,9,99,CEN,y,NaN,NaN,NaN,NaN,#002F87
397,Ryan Johansen,johanry01,26,NSH,C,80,14,50,64,7,42,5.6,13,0,1,6,33,16,1,136,10.3,1564,19:33:00,23,95,782,679,53.5,47,29,6,100,CEN,y,0,0.32,0.071428571,0.02,#FFB81C
398,Marcus Johansson,johanma03,28,NJD,C,48,12,15,27,-15,8,2.3,10,2,0,1,8,7,0,103,11.7,789,16:27:00,18,23,14,30,31.8,31,41,10,72,MET,n,0.166666667,0.466666667,0,0,#000000
398,Marcus Johansson,johanma03,28,BOS,C,10,1,2,3,-1,0,0.2,1,0,0,0,2,0,0,12,8.3,134,13:25:00,6,5,2,4,33.3,49,24,9,107,ATL,y,0,0,0,0,#FFB81C
399,Adam Johnson,johnsad01,24,PIT,C,6,0,2,2,2,0,0.2,0,0,0,0,2,0,0,3,0,32,5:18:00,3,11,0,0,NA,44,26,12,100,MET,y,NaN,0,NaN,0,#FCB514
400,Erik Johnson,johnser01,30,COL,D,80,7,18,25,8,38,5.1,7,0,0,1,18,0,0,144,4.9,1745,21:49:00,143,124,0,0,NA,38,30,14,90,CEN,y,0,0,0,0,#6F263D
401,Jack Johnson,johnsja02,32,PIT,D,82,1,12,13,-4,41,1.8,0,1,0,0,9,1,2,86,1.2,1581,19:17:00,147,233,0,0,NA,44,26,12,100,MET,y,1,0.083333333,0,0.166666667,#FCB514
402,Luke Johnson,johnslu01,24,CHI,C,15,0,1,1,-8,8,-0.5,0,0,0,0,0,1,0,19,0,162,10:49:00,9,31,51,55,48.1,36,34,12,84,CEN,n,NaN,1,NaN,0,#CF0A2C
403,Tyler Johnson,johnsty01,28,TBL,C,80,29,18,47,15,28,5.7,27,1,1,4,11,7,0,163,17.8,1276,15:57:00,32,50,230,243,48.6,62,16,4,128,ATL,y,0.034482759,0.388888889,0.034482759,0,#002868
404,Andreas Johnsson,johnsan01,24,TOR,LW,73,20,23,43,14,32,4.9,17,3,0,3,20,3,0,130,15.4,998,13:40:00,36,60,7,12,36.8,46,28,8,100,ATL,y,0.15,0.130434783,0,0,#00205B
405,Ross Johnston,johnsro02,24,NYI,LW,17,1,3,4,3,23,0.4,1,0,0,0,3,0,0,12,8.3,135,7:55:00,1,43,0,1,0,48,27,7,103,MET,y,0,0,0,0,#00539B
406,Henri Jokiharju,jokihhe01,19,CHI,D,38,0,12,12,-7,16,0.8,0,0,0,0,11,1,0,62,0,721,18:59:00,37,48,0,0,NA,36,34,12,84,CEN,n,NaN,0.083333333,NaN,0,#CF0A2C
407,Caleb Jones,jonesca01,21,EDM,D,17,1,5,6,-9,6,0.3,1,0,0,0,4,1,0,21,4.8,337,19:48:00,18,20,0,0,NA,35,38,9,79,PAC,n,0,0.2,0,0,#041E42
408,Max Jones,jonesma03,20,ANA,LW,30,2,3,5,-1,14,0.1,2,0,0,1,2,1,0,58,3.4,395,13:10:00,5,30,1,2,33.3,35,37,10,80,PAC,n,0,0.333333333,0,0,#F47A38
409,Seth Jones,jonesse01,24,CBJ,D,75,9,37,46,1,28,7.5,9,0,0,4,24,10,3,184,4.9,1937,NA,133,106,0,0,NA,47,31,4,98,MET,y,0,0.27027027,0,0.081081081,#002654
410,Mathieu Joseph,josepma01,21,TBL,RW,70,13,13,26,5,26,2.5,13,0,0,1,11,0,2,95,13.7,795,11:22:00,14,129,10,24,29.4,62,16,4,128,ATL,y,0,0,0,0.153846154,#002868
411,Roman Josi,josiro01,28,NSH,D,82,15,41,56,9,42,9.9,13,2,0,4,30,10,1,274,5.5,2064,NA,144,53,0,1,0,47,29,6,100,CEN,y,0.133333333,0.243902439,0,0.024390244,#FFB81C
412,Tyson Jost,jostty01,20,COL,C,70,11,15,26,-2,14,2.1,7,4,0,3,14,1,0,114,9.6,910,13:00:00,35,48,55,91,37.7,38,30,14,90,CEN,y,0.363636364,0.066666667,0,0,#6F263D
413,Noah Juulsen,juulsno01,21,MTL,D,21,1,4,5,5,6,1.2,1,0,0,0,4,0,0,22,4.5,359,17:07:00,39,60,0,0,NA,44,30,8,96,ATL,n,0,0,0,0,#AF1E2D
414,Nazem Kadri,kadrina01,28,TOR,C,73,16,28,44,-2,43,3.7,12,4,0,5,19,9,0,184,8.7,1182,16:11:00,13,85,403,327,55.2,46,28,8,100,ATL,y,0.25,0.321428571,0,0,#00205B
415,Dominik Kahun,kahundo01,23,CHI,C,82,13,24,37,10,6,3.1,12,1,0,2,23,1,0,137,9.5,1160,14:09:00,27,13,22,39,36.1,36,34,12,84,CEN,n,0.076923077,0.041666667,0,0,#CF0A2C
416,Vladislav Kamenev,kamenvl01,22,COL,LW,23,2,3,5,-2,10,0.3,0,1,1,0,3,0,0,22,9.1,208,9:02:00,4,20,59,59,50,38,30,14,90,CEN,y,0.5,0,0.5,0,#6F263D
417,David Kampf,kampfda01,24,CHI,C,63,4,15,19,-6,14,0.4,4,0,0,0,15,0,0,72,5.6,877,13:55:00,30,39,276,333,45.3,36,34,12,84,CEN,n,0,0,0,0,#CF0A2C
418,Steven Kampfer,kampfst01,30,BOS,D,35,3,3,6,-6,22,0.9,2,1,0,0,2,1,0,40,7.5,512,14:38:00,32,44,0,0,NA,49,24,9,107,ATL,y,0.333333333,0.333333333,0,0,#FFB81C
419,Evander Kane,kaneev01,27,SJS,LW,75,30,26,56,-4,153,5.8,24,5,1,1,19,6,1,268,11.2,1381,18:25:00,25,173,92,120,43.4,46,27,9,101,PAC,y,0.166666667,0.230769231,0.033333333,0.038461538,#006D75
420,Patrick Kane,kanepa01,30,CHI,RW,81,44,66,110,2,22,11.8,35,9,0,7,45,21,0,341,12.9,1822,22:29:00,18,21,1,4,20,36,34,12,84,CEN,n,0.204545455,0.318181818,0,0,#CF0A2C
421,Kasperi Kapanen,kapanka01,22,TOR,RW,78,20,24,44,12,27,4.4,17,1,2,3,22,2,0,174,11.5,1296,16:37:00,19,92,5,4,55.6,46,28,8,100,ATL,y,0.05,0.083333333,0.1,0,#00205B
422,Erik Karlsson,karlser01,28,SJS,D,53,3,42,45,6,22,6,1,2,0,1,24,18,0,169,1.8,1298,NA,69,44,1,1,50,46,27,9,101,PAC,y,0.666666667,0.428571429,0,0,#006D75
423,Melker Karlsson,karlsme01,28,SJS,C,79,12,4,16,-1,26,1,12,0,0,2,4,0,0,79,15.2,908,11:30:00,39,67,14,12,53.8,46,27,9,101,PAC,y,0,0,0,0,#006D75
424,William Karlsson,karlswi01,26,VEG,C,82,24,32,56,1,16,5.7,16,7,1,5,23,7,2,169,14.2,1545,18:51:00,55,51,588,646,47.6,43,32,7,93,PAC,y,0.291666667,0.21875,0.041666667,0.0625,#B4975A
425,Ondrej Kase,kaseon01,23,ANA,RW,30,11,9,20,0,2,2.5,10,1,0,2,6,3,0,94,11.7,470,15:39:00,11,17,9,18,33.3,35,37,10,80,PAC,n,0.090909091,0.333333333,0,0,#F47A38
426,Zack Kassian,kassiza01,28,EDM,RW,79,15,11,26,-6,102,2,14,0,1,3,11,0,0,111,13.5,1169,14:48:00,15,191,0,6,0,35,38,9,79,PAC,n,0,0,0.066666667,0,#041E42
427,Brady Keeper,keepebr01,22,FLA,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0,13,12:40:00,1,2,0,0,NA,36,32,14,86,ATL,n,NaN,NaN,NaN,NaN,#B9975B
428,Duncan Keith,keithdu01,35,CHI,D,82,6,34,40,13,70,6,6,0,0,1,30,3,1,141,4.3,1887,23:01:00,144,42,0,0,NA,36,34,12,84,CEN,n,0,0.088235294,0,0.029411765,#CF0A2C
429,Clayton Keller,kellecl01,20,ARI,C,82,14,33,47,-21,24,3.6,13,1,0,5,15,18,0,200,7,1495,18:14:00,21,16,28,56,33.3,39,35,8,86,PAC,n,0.071428571,0.545454545,0,0,#8C2633
430,Adrian Kempe,kempead01,22,LAK,LW,81,12,16,28,-10,50,2,12,0,0,2,12,4,0,118,10.2,1175,14:30:00,21,86,315,424,42.6,31,42,9,71,PAC,n,0,0.25,0,0,#111111
431,Mario Kempe,kempema01,30,ARI,C,52,4,5,9,5,18,0.8,4,0,0,0,5,0,0,57,7,582,11:11:00,30,105,126,203,38.3,39,35,8,86,PAC,n,0,0,0,0,#8C2633
432,Michal Kempny,kempnmi01,28,WSH,D,71,6,19,25,24,60,5.3,6,0,0,3,19,0,0,111,5.4,1362,19:11:00,135,84,0,0,NA,48,26,8,104,MET,y,0,0,0,0,#041E42
433,Alexander Kerfoot,kerfoal01,24,COL,C,78,15,27,42,-9,38,3.4,11,4,0,1,15,12,0,116,12.9,1161,14:53:00,29,22,274,215,56,38,30,14,90,CEN,y,0.266666667,0.444444444,0,0,#6F263D
434,Ryan Kesler,keslery01,34,ANA,C,60,5,3,8,-19,44,-0.8,4,1,0,1,1,2,0,86,5.8,990,16:30:00,56,93,582,463,55.7,35,37,10,80,PAC,n,0.2,0.666666667,0,0,#F47A38
435,Phil Kessel,kesseph01,31,PIT,RW,82,27,55,82,-19,28,7.7,15,12,0,10,31,24,0,215,12.6,1474,17:59:00,18,12,4,5,44.4,44,26,12,100,MET,y,0.444444444,0.436363636,0,0,#FCB514
436,Jujhar Khaira,khairju01,24,EDM,LW,60,3,15,18,-12,43,0.4,2,0,1,0,14,0,1,64,4.7,754,12:34:00,33,123,55,71,43.7,35,38,9,79,PAC,n,0,0,0.333333333,0.066666667,#041E42
437,Alex Killorn,killoal01,29,TBL,C,82,18,22,40,22,45,4.3,15,2,1,2,18,3,1,153,11.8,1220,14:52:00,23,88,2,8,20,62,16,4,128,ATL,y,0.111111111,0.136363636,0.055555556,0.045454545,#002868
438,Bogdan Kiselevich,kiselbo01,28,FLA,D,32,0,8,8,-3,12,1,0,0,0,0,8,0,0,14,0,475,14:51:00,21,49,0,0,NA,36,32,14,86,ATL,n,NaN,0,NaN,0,#B9975B
