Rk,name,code,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV_G,PP_G,SH_G,GW_G,EV_A,PP_A,SH_A,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,W,L,OL,TM_PTS,DIV,PLAYOFF,ppg%,ppa%,pkg%,pka%,Color
104,Andre Burakovsky,burakan01,23,WSH,LW,76,12,13,25,2,14,2.2,11,1,0,4,13,0,0,100,12,846,11:08:00,29,35,7,13,35,48,26,8,104,MET,y,0.083333333,0,0,0,#041E42
105,Erik Burgdoerfer,burgder01,30,OTT,D,4,0,0,0,-1,2,0,0,0,0,0,0,0,0,2,0,43,10:40:00,0,16,0,0,NA,29,47,6,64,ATL,n,NaN,NaN,NaN,NaN,#C2912C
106,Brent Burns,burnsbr01,33,SJS,D,82,16,67,83,13,34,12,8,7,1,6,42,21,4,300,5.3,2058,NA,105,90,0,1,0,46,27,9,101,PAC,y,0.4375,0.313432836,0.0625,0.059701493,#006D75
107,Will Butcher,butchwi01,24,NJD,D,78,4,26,30,-17,18,4.1,3,1,0,1,13,13,0,108,3.7,1503,19:16:00,74,38,0,0,NA,31,41,10,72,MET,n,0.25,0.5,0,0,#000000
108,Chris Butler,butlech01,32,STL,D,13,1,1,2,3,0,0.7,1,0,0,0,1,0,0,10,10,183,14:02:00,17,17,0,0,NA,45,28,9,99,CEN,y,0,0,0,0,#002F87
109,Dustin Byfuglien,byfugdu01,33,WPG,D,42,4,27,31,4,69,4.4,3,1,0,1,12,15,0,115,3.5,1023,NA,51,77,0,0,NA,47,30,5,99,CEN,y,0.25,0.555555556,0,0,#004C97
110,Paul Byron,byronpa01,29,MTL,C,56,15,16,31,16,17,3.8,13,0,2,3,14,1,1,94,16,816,14:34:00,36,114,12,23,34.3,44,30,8,96,ATL,n,0,0.0625,0.133333333,0.0625,#AF1E2D
111,Drake Caggiula,caggidr01,24,EDM,LW,29,7,4,11,-8,16,0.8,6,0,1,2,4,0,0,49,14.3,407,14:03:00,17,79,4,11,26.7,35,38,9,79,PAC,n,0,0,0.142857143,0,#041E42
111,Drake Caggiula,caggidr01,24,CHI,LW,26,5,7,12,3,12,1.1,5,0,0,0,7,0,0,47,10.6,386,14:51:00,9,56,12,16,42.9,36,34,12,84,CEN,n,0,0,0,0,#CF0A2C
112,Ryan Callahan,callary01,33,TBL,RW,52,7,10,17,7,14,1.5,6,1,0,3,9,0,1,76,9.2,579,11:08:00,25,89,6,15,28.6,62,16,4,128,ATL,y,0.142857143,0,0,0.1,#002868
113,Matt Calvert,calvema01,29,COL,LW,82,11,15,26,-10,58,1.4,10,1,0,0,12,1,2,141,7.8,1164,14:12:00,51,115,40,53,43,38,30,14,90,CEN,y,0.090909091,0.066666667,0,0.133333333,#6F263D
114,Kyle Capobianco,capobky01,21,ARI,D,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0,32,16:05:00,2,2,0,0,NA,39,35,8,86,PAC,n,NaN,NaN,NaN,NaN,#8C2633
115,Paul Carey,careypa01,30,OTT,C,5,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,1,0,46,9:08:00,2,2,1,3,25,29,47,6,64,ATL,n,NaN,NaN,NaN,NaN,#C2912C
115,Paul Carey,careypa01,30,BOS,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,29,14:25:00,1,1,0,0,NA,49,24,9,107,ATL,y,NaN,NaN,NaN,NaN,#FFB81C
116,Brandon Carlo,carlobr01,22,BOS,D,72,2,8,10,22,47,4.3,2,0,0,0,6,0,2,116,1.7,1506,20:55:00,88,134,1,0,100,49,24,9,107,ATL,y,0,0,0,0.25,#FFB81C
117,John Carlson,carlsjo01,29,WSH,D,80,13,57,70,21,34,10.5,10,3,0,1,27,30,0,185,7,2005,NA,164,54,0,0,NA,48,26,8,104,MET,y,0.230769231,0.526315789,0,0,#041E42
118,Gabriel Carlsson,carlsga01,22,CBJ,D,1,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0,9,9:21:00,0,0,0,0,NA,47,31,4,98,MET,y,NaN,NaN,NaN,NaN,#002654
119,Ryan Carpenter,carpery01,28,VEG,C,68,5,13,18,-6,8,0.7,4,0,1,0,12,0,1,102,4.9,858,12:37:00,17,126,161,145,52.6,43,32,7,93,PAC,y,0,0,0.2,0.076923077,#B4975A
120,Daniel Carr,carrda01,27,VEG,LW,6,1,0,1,-1,0,0.1,1,0,0,0,0,0,0,11,9.1,59,9:50:00,3,9,0,0,NA,43,32,7,93,PAC,y,0,NaN,0,NaN,#B4975A
121,Connor Carrick,carrico01,24,NJD,D,20,1,6,7,-6,6,0.9,1,0,0,1,5,1,0,26,3.8,392,19:35:00,26,20,0,0,NA,31,41,10,72,MET,n,0,0.166666667,0,0,#000000
121,Connor Carrick,carrico01,24,DAL,D,14,1,3,4,-7,13,0.3,1,0,0,0,3,0,0,16,6.3,179,12:49:00,11,5,0,0,NA,43,32,7,93,CEN,y,0,0,0,0,#006847
122,Sam Carrick,carrisa01,26,ANA,C,6,0,1,1,-1,2,0,0,0,0,0,1,0,0,5,0,61,10:13:00,2,15,19,18,51.4,35,37,10,80,PAC,n,NaN,0,NaN,0,#F47A38
123,Trevor Carrick,carritr01,24,CAR,D,1,0,0,0,-1,5,-0.1,0,0,0,0,0,0,0,0,NA,11,11:29:00,1,1,0,0,NA,46,29,7,99,MET,y,NaN,NaN,NaN,NaN,#CC0000
124,William Carrier,carriwi01,24,VEG,LW,54,8,1,9,-4,29,0.7,8,0,0,1,1,0,0,85,9.4,537,9:57:00,13,277,0,0,NA,43,32,7,93,PAC,y,0,0,0,0,#B4975A
125,Jeff Carter,carteje01,34,LAK,C,76,13,20,33,-20,42,2,7,5,1,1,11,8,1,174,7.5,1380,18:09:00,30,80,607,577,51.3,31,42,9,71,PAC,n,0.384615385,0.4,0.076923077,0.05,#111111
126,Colby Cave,caveco01,24,EDM,C,33,2,1,3,-4,8,-0.3,2,0,0,1,1,0,0,40,5,389,11:47:00,13,51,125,113,52.5,35,38,9,79,PAC,n,0,0,0,0,#041E42
126,Colby Cave,caveco01,24,BOS,C,20,1,4,5,-1,8,0.1,1,0,0,0,4,0,0,18,5.6,264,13:11:00,5,22,75,86,46.6,49,24,9,107,ATL,y,0,0,0,0,#FFB81C
127,Cody Ceci,cecico01,25,OTT,D,74,7,19,26,-22,18,3.1,7,0,0,2,18,1,0,132,5.3,1670,22:34:00,142,120,0,0,NA,29,47,6,64,ATL,n,0,0.052631579,0,0,#C2912C
128,Peter Cehlarik,cehlape01,23,BOS,LW,20,4,2,6,3,6,0.7,3,1,0,1,2,0,0,30,13.3,252,12:36:00,7,5,0,5,0,49,24,9,107,ATL,y,0.25,0,0,0,#FFB81C
129,Erik Cernak,cernaer01,21,TBL,D,58,5,11,16,25,58,4.3,4,1,0,1,11,0,0,107,4.7,1117,19:15:00,79,198,0,0,NA,62,16,4,128,ATL,y,0.2,0,0,0,#002868
130,Thomas Chabot,chaboth01,22,OTT,D,70,14,41,55,-12,32,7.5,12,1,1,2,26,15,0,185,7.6,1700,NA,112,71,0,0,NA,29,47,6,64,ATL,n,0.071428571,0.365853659,0.071428571,0,#C2912C
131,Michael Chaput,chapumi01,26,MTL,C,32,0,5,5,-4,14,-0.3,0,0,0,0,5,0,0,31,0,359,11:13:00,17,53,124,120,50.8,44,30,8,96,ATL,n,NaN,0,NaN,0,#AF1E2D
132,Zdeno Chara,charazd01,41,BOS,D,62,5,9,14,22,57,4.8,4,1,0,2,7,2,0,99,5.1,1307,21:05:00,88,81,0,0,NA,49,24,9,107,ATL,y,0.2,0.222222222,0,0,#FFB81C
133,Rourke Chartier,chartro01,22,SJS,C,13,1,0,1,-5,2,-0.2,1,0,0,0,0,0,0,19,5.3,122,9:24:00,3,14,34,51,40,46,27,9,101,PAC,y,0,NaN,0,NaN,#006D75
134,Jake Chelios,chelija01,27,DET,D,5,0,0,0,0,2,0.1,0,0,0,0,0,0,0,5,0,86,17:12:00,5,7,0,0,NA,32,40,10,74,ATL,n,NaN,NaN,NaN,NaN,#CE1126
135,Ben Chiarot,chiarbe01,27,WPG,D,78,5,15,20,6,62,3.8,5,0,0,1,14,0,1,111,4.5,1452,18:37:00,139,171,0,0,NA,47,30,5,99,CEN,y,0,0,0,0.066666667,#004C97
136,Alex Chiasson,chiasal01,28,EDM,RW,73,22,16,38,-1,32,4,13,8,1,1,8,7,1,123,17.9,1239,16:58:00,31,85,7,15,31.8,35,38,9,79,PAC,n,0.363636364,0.4375,0.045454545,0.0625,#041E42
137,Filip Chlapik,chlapfi01,21,OTT,C,5,1,0,1,-2,4,0,1,0,0,0,0,0,0,9,11.1,69,13:52:00,4,1,8,16,33.3,29,47,6,64,ATL,n,0,NaN,0,NaN,#C2912C
138,Dennis Cholowski,cholode01,20,DET,D,52,7,9,16,-20,16,1.7,3,4,0,1,4,5,0,71,9.9,949,18:15:00,50,18,1,0,100,32,40,10,74,ATL,n,0.571428571,0.555555556,0,0,#CE1126
139,Jakob Chychrun,chychja01,20,ARI,D,53,5,15,20,-12,28,3.4,2,3,0,0,10,5,0,117,4.3,1074,20:15:00,77,74,0,0,NA,39,35,8,86,PAC,n,0.6,0.333333333,0,0,#8C2633
140,Filip Chytil,chytifi01,19,NYR,C,75,11,12,23,-22,8,0.9,8,3,0,2,8,4,0,133,8.3,1034,13:47:00,21,29,68,107,38.9,32,36,14,78,MET,n,0.272727273,0.333333333,0,0,#0038A8
141,Anthony Cirelli,cirelan01,21,TBL,C,82,19,20,39,25,34,4.4,14,0,5,5,18,1,1,123,15.4,1217,14:51:00,49,94,502,449,52.8,62,16,4,128,ATL,y,0,0.05,0.263157895,0.05,#002868
142,Casey Cizikas,cizikca01,27,NYI,C,73,20,13,33,22,36,4.6,18,0,2,3,12,0,1,111,18,1024,14:01:00,68,129,497,516,49.1,48,27,7,103,MET,y,0,0,0.1,0.076923077,#00539B
143,Fredrik Claesson,claesfr01,26,NYR,D,37,2,4,6,3,9,1.6,2,0,0,0,3,0,1,44,4.5,638,17:15:00,33,76,0,0,NA,32,36,14,78,MET,n,0,0,0,0.25,#0038A8
144,Adam Clendening,clendad01,26,CBJ,D,4,0,0,0,1,0,0.1,0,0,0,0,0,0,0,3,0,43,10:39:00,3,1,0,0,NA,47,31,4,98,MET,y,NaN,NaN,NaN,NaN,#002654
145,Kyle Clifford,cliffky01,28,LAK,LW,72,11,10,21,4,96,2.3,10,1,0,2,10,0,0,115,9.6,755,10:29:00,24,115,3,5,37.5,31,42,9,71,PAC,n,0.090909091,0,0,0,#111111
146,Connor Clifton,cliftco01,23,BOS,D,19,0,1,1,5,15,0.8,0,0,0,0,1,0,0,22,0,336,17:42:00,13,40,0,0,NA,49,24,9,107,ATL,y,NaN,0,NaN,0,#FFB81C
147,Cal Clutterbuck,cluttca01,31,NYI,RW,73,8,15,23,6,44,1.7,5,3,0,2,14,0,1,95,8.4,1020,13:58:00,40,209,15,19,44.1,48,27,7,103,MET,y,0.375,0,0,0.066666667,#00539B
148,Braydon Coburn,coburbr01,33,TBL,D,74,4,19,23,4,34,3.4,4,0,0,0,19,0,0,113,3.5,1192,16:07:00,62,96,0,0,NA,62,16,4,128,ATL,y,0,0,0,0,#002868
149,Andrew Cogliano,coglian01,31,ANA,LW,46,3,8,11,2,14,0.6,2,1,0,1,8,0,0,64,4.7,609,13:15:00,13,43,7,13,35,35,37,10,80,PAC,n,0.333333333,0,0,0,#F47A38
149,Andrew Cogliano,coglian01,31,DAL,LW,32,3,3,6,-1,8,0.4,3,0,0,0,3,0,0,42,7.1,373,11:39:00,19,25,4,5,44.4,43,32,7,93,CEN,y,0,0,0,0,#006847
150,Ian Cole,coleia01,29,COL,D,71,2,13,15,-1,115,2.6,2,0,0,0,13,0,0,82,2.4,1403,19:45:00,178,107,0,0,NA,38,30,14,90,CEN,y,0,0,0,0,#6F263D
151,Blake Coleman,colembl01,27,NJD,C,78,22,14,36,-19,71,3.3,16,3,3,3,12,0,2,213,10.3,1327,17:01:00,44,225,109,153,41.6,31,41,10,72,MET,n,0.136363636,0,0.136363636,0.142857143,#000000
152,Blake Comeau,comeabl01,32,DAL,RW,77,7,11,18,-7,42,0.6,7,0,0,2,11,0,0,102,6.9,1211,15:44:00,40,208,25,32,43.9,43,32,7,93,CEN,y,0,0,0,0,#006847
153,J.T. Compher,comphj.01,23,COL,LW,66,16,16,32,-8,31,2.6,9,4,3,3,11,5,0,118,13.6,1153,17:29:00,59,33,301,311,49.2,38,30,14,90,CEN,y,0.25,0.3125,0.1875,0,#6F263D
154,Max Comtois,comtoma01,20,ANA,LW,10,2,5,7,3,7,0.8,2,0,0,1,5,0,0,9,22.2,146,14:35:00,3,27,3,8,27.3,35,37,10,80,PAC,n,0,0,0,0,#F47A38
155,Cory Conacher,conacco01,29,TBL,LW,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,9,8:35:00,0,0,0,0,NA,62,16,4,128,ATL,y,NaN,NaN,NaN,NaN,#002868
156,Erik Condra,condrer01,32,DAL,RW,6,1,0,1,-2,2,0,1,0,0,0,0,0,0,10,10,76,12:41:00,1,3,0,1,0,43,32,7,93,CEN,y,0,NaN,0,NaN,#006847
157,Kevin Connauton,connake01,28,ARI,D,50,1,7,8,-2,22,2.3,1,0,0,0,5,0,2,76,1.3,918,18:21:00,75,108,0,0,NA,39,35,8,86,PAC,n,0,0,0,0.285714286,#8C2633
158,Brett Connolly,connobr01,26,WSH,RW,81,22,24,46,13,24,5.2,21,1,0,5,23,1,0,139,15.8,1080,13:20:00,25,53,9,22,29,48,26,8,104,MET,y,0.045454545,0.041666667,0,0,#041E42
159,Kyle Connor,connoky01,22,WPG,LW,82,34,32,66,-7,18,7,22,11,1,5,24,8,0,227,15,1579,19:15:00,21,9,8,5,61.5,47,30,5,99,CEN,y,0.323529412,0.25,0.029411765,0,#004C97
160,Andrew Copp,coppan01,24,WPG,C,69,11,14,25,20,6,2.9,10,0,1,2,14,0,0,82,13.4,839,12:10:00,34,71,198,160,55.3,47,30,5,99,CEN,y,0,0,0.090909091,0,#004C97
161,Nick Cousins,cousini01,25,ARI,C,81,7,20,27,-8,35,1.8,6,1,0,2,18,2,0,144,4.9,1097,13:33:00,51,115,243,277,46.7,39,35,8,86,PAC,n,0.142857143,0.1,0,0,#8C2633
162,Logan Couture,coutulo01,29,SJS,C,81,27,43,70,-6,22,6.6,19,6,2,3,31,12,0,204,13.2,1506,18:36:00,52,65,282,327,46.3,46,27,9,101,PAC,y,0.222222222,0.279069767,0.074074074,0,#006D75
163,Sean Couturier,coutuse01,26,PHI,C,80,33,43,76,2,34,7.8,24,8,1,5,34,9,0,223,14.8,1770,22:08:00,60,40,755,568,57.1,37,37,8,82,MET,n,0.242424242,0.209302326,0.03030303,0,#F74902
164,Charlie Coyle,coylech01,26,MIN,C,60,10,18,28,1,16,2.5,8,1,1,2,16,2,0,113,8.8,1023,17:03:00,45,61,226,265,46,37,36,9,83,CEN,n,0.1,0.111111111,0.1,0,#154734
164,Charlie Coyle,coylech01,26,BOS,C,21,2,4,6,-2,4,0.2,2,0,0,0,3,1,0,42,4.8,336,15:59:00,11,16,96,115,45.5,49,24,9,107,ATL,y,0,0.25,0,0,#FFB81C
165,Adam Cracknell,crackad01,33,ANA,RW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0,21,10:26:00,0,6,0,0,NA,35,37,10,80,PAC,n,NaN,NaN,NaN,NaN,#F47A38
166,Sidney Crosby,crosbsi01,31,PIT,C,79,35,65,100,18,36,11.4,23,12,0,3,46,17,2,220,15.9,1658,21:00:00,43,85,1012,814,55.4,44,26,12,100,MET,y,0.342857143,0.261538462,0,0.030769231,#FCB514
167,Lawson Crouse,crousla01,21,ARI,LW,81,11,14,25,5,67,2.6,9,0,2,1,14,0,0,131,8.4,1049,12:57:00,44,288,24,34,41.4,39,35,8,86,PAC,n,0,0,0.181818182,0,#8C2633
168,Matt Cullen,cullema01,42,PIT,C,71,7,13,20,6,14,1.5,5,0,2,2,11,0,2,87,8,817,11:31:00,31,32,320,320,50,44,26,12,100,MET,y,0,0,0.285714286,0.153846154,#FCB514
169,Josh Currie,currijo01,26,EDM,RW,21,2,3,5,2,2,0.5,2,0,0,0,3,0,0,19,10.5,183,8:43:00,17,39,2,3,40,35,38,9,79,PAC,n,0,0,0,0,#041E42
170,Austin Czarnik,czarnau01,26,CGY,C,54,6,12,18,-1,8,1.2,6,0,0,3,9,3,0,65,9.2,612,11:20:00,24,10,30,34,46.9,50,25,7,107,PAC,y,0,0.25,0,0,#C8102E
171,Evgenii Dadonov,dadonev01,29,FLA,RW,82,28,42,70,-6,8,7.1,20,8,0,4,33,9,0,195,14.4,1506,18:22:00,42,33,2,3,40,36,32,14,86,ATL,n,0.285714286,0.214285714,0,0,#B9975B
172,Rasmus Dahlin,dahlira01,18,BUF,D,82,9,35,44,-13,34,6.6,4,5,0,4,20,15,0,177,5.1,1735,21:09:00,66,97,0,0,NA,33,39,10,76,ATL,n,0.555555556,0.428571429,0,0,#002654
173,Carl Dahlstrom,dahlsca01,24,CHI,D,38,0,6,6,9,6,1.5,0,0,0,0,5,0,1,42,0,707,18:36:00,35,33,0,0,NA,36,34,12,84,CEN,n,NaN,0,NaN,0.166666667,#CF0A2C
174,Michael Dal Colle,dalcomi01,22,NYI,LW,28,3,4,7,3,2,0.6,3,0,0,2,4,0,0,34,8.8,339,12:07:00,8,10,0,1,0,48,27,7,103,MET,y,0,0,0,0,#00539B
175,Trevor Daley,daleytr01,35,DET,D,44,2,6,8,-3,12,1.6,1,0,1,1,6,0,0,47,4.3,817,18:34:00,53,14,0,0,NA,32,40,10,74,ATL,n,0,0,0.5,0,#CE1126
176,Zac Dalpe,dalpeza01,29,CBJ,RW,1,0,1,1,1,0,0.1,0,0,0,0,1,0,0,1,0,9,9:01:00,0,0,0,1,0,47,31,4,98,MET,y,NaN,0,NaN,0,#002654
177,Phillip Danault,danauph01,25,MTL,LW,81,12,41,53,17,39,4.6,12,0,0,1,35,4,2,132,9.1,1440,17:47:00,60,95,882,706,55.5,44,30,8,96,ATL,n,0,0.097560976,0,0.048780488,#AF1E2D
178,Marko Dano,danoma01,24,COL,C,8,0,0,0,-1,7,-0.1,0,0,0,0,0,0,0,3,0,55,6:53:00,3,16,0,5,0,38,30,14,90,CEN,y,NaN,NaN,NaN,NaN,#6F263D
179,Laurent Dauphin,dauphla01,23,ARI,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0,12,12:19:00,1,0,0,1,0,39,35,8,86,PAC,n,NaN,NaN,NaN,NaN,#8C2633
180,Brandon Davidson,davidbr01,27,CHI,D,10,0,1,1,-4,15,-0.2,0,0,0,0,1,0,0,7,0,138,13:48:00,15,17,0,0,NA,36,34,12,84,CEN,n,NaN,0,NaN,0,#CF0A2C
181,Calvin de Haan,dehaaca01,27,CAR,D,74,1,13,14,1,20,3.1,1,0,0,1,13,0,0,102,1,1370,18:31:00,106,187,0,1,0,46,29,7,99,MET,y,0,0,0,0,#CC0000
182,Jacob de La Rose,delarja01,23,DET,LW,60,3,6,9,-13,16,-0.4,3,0,0,0,6,0,0,55,5.5,686,11:26:00,29,72,161,219,42.4,32,40,10,74,ATL,n,0,0,0,0,#CE1126
183,Chase De Leo,deleoch01,23,ANA,C,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,13,12:32:00,0,1,0,0,NA,35,37,10,80,PAC,n,NaN,NaN,NaN,NaN,#F47A38
184,Jean-Sebastien Dea,deaje01,24,NJD,C,20,3,2,5,-1,6,0.5,3,0,0,1,2,0,0,27,11.1,215,10:44:00,12,19,51,50,50.5,31,41,10,72,MET,n,0,0,0,0,#000000
184,Jean-Sebastien Dea,deaje01,24,PIT,C,3,1,0,1,1,2,0.2,1,0,0,0,0,0,0,2,50,21,7:03:00,0,2,2,1,66.7,44,26,12,100,MET,y,0,NaN,0,NaN,#FCB514
185,Anthony DeAngelo,deangan01,23,NYR,D,61,4,26,30,6,77,4.9,4,0,0,0,16,10,0,111,3.6,1179,19:20:00,82,54,0,0,NA,32,36,14,78,MET,n,0,0.384615385,0,0,#0038A8
186,Alex DeBrincat,debrial01,21,CHI,RW,82,41,35,76,0,15,8.8,28,13,0,3,24,11,0,220,18.6,1451,17:42:00,26,35,16,19,45.7,36,34,12,84,CEN,n,0.317073171,0.314285714,0,0,#CF0A2C
187,Jake Debrusk,debruja01,22,BOS,LW,68,27,15,42,2,18,5.2,19,8,0,4,12,3,0,156,17.3,1099,16:10:00,24,45,8,30,21.1,49,24,9,107,ATL,y,0.296296296,0.2,0,0,#FFB81C
188,Danny DeKeyser,dekeyda01,28,DET,D,52,5,15,20,2,39,3.8,5,0,0,3,15,0,0,59,8.5,1142,21:58:00,94,79,0,0,NA,32,40,10,74,ATL,n,0,0,0,0,#CE1126
189,Michael Del Zotto,delzomi01,28,VAN,D,23,1,3,4,3,8,1.2,1,0,0,0,3,0,0,21,4.8,413,17:57:00,31,89,0,0,NA,35,36,11,81,PAC,n,0,0,0,0,#00843D
189,Michael Del Zotto,delzomi01,28,ANA,D,12,0,3,3,-3,0,0.4,0,0,0,0,3,0,0,19,0,211,17:36:00,19,19,0,0,NA,35,37,10,80,PAC,n,NaN,0,NaN,0,#F47A38
189,Michael Del Zotto,delzomi01,28,STL,D,7,0,3,3,-2,0,0.2,0,0,0,0,3,0,0,5,0,91,13:02:00,3,21,0,0,NA,45,28,9,99,CEN,y,NaN,0,NaN,0,#002F87
190,Dylan DeMelo,demeldy01,25,OTT,D,77,4,18,22,-1,32,3.9,4,0,0,0,14,3,1,109,3.7,1485,19:17:00,130,121,0,0,NA,29,47,6,64,ATL,n,0,0.166666667,0,0.055555556,#C2912C
191,Jason Demers,demerja01,30,ARI,D,35,2,6,8,9,12,2.8,2,0,0,2,5,1,0,39,5.1,700,20:00:00,43,50,0,0,NA,39,35,8,86,PAC,n,0,0.166666667,0,0,#8C2633
192,Travis Dermott,dermotr01,22,TOR,D,64,4,13,17,-5,22,2.1,4,0,0,0,13,0,0,98,4.1,1108,17:18:00,57,100,0,0,NA,46,28,8,100,ATL,y,0,0,0,0,#00205B
193,Nicolas Deslauriers,deslani01,27,MTL,LW,48,2,3,5,-12,22,-0.6,1,0,1,0,3,0,0,48,4.2,482,10:02:00,22,135,1,0,100,44,30,8,96,ATL,n,0,0,0.5,0,#AF1E2D
194,Phillip Di Giuseppe,digiuph01,25,CAR,LW,21,1,3,4,-2,8,0.1,1,0,0,0,3,0,0,27,3.7,208,9:55:00,6,49,3,2,60,46,29,7,99,MET,y,0,0,0,0,#CC0000
194,Phillip Di Giuseppe,digiuph01,25,NSH,LW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,4,0,35,11:41:00,3,5,0,0,NA,47,29,6,100,CEN,y,NaN,NaN,NaN,NaN,#FFB81C
195,Jason Dickinson,dickija01,23,DAL,C,67,6,16,22,9,23,1.9,6,0,0,2,16,0,0,94,6.4,896,13:22:00,50,106,201,268,42.9,43,32,7,93,CEN,y,0,0,0,0,#006847
196,Brenden Dillon,dillobr01,28,SJS,D,82,1,21,22,19,61,4.5,0,0,1,0,21,0,0,71,1.4,1455,17:45:00,78,201,0,0,NA,46,27,9,101,PAC,y,0,0,1,0,#006D75
197,Christian Djoos,djoosch01,24,WSH,D,45,1,9,10,9,4,2,1,0,0,0,9,0,0,33,3,611,13:34:00,28,18,0,0,NA,48,26,8,104,MET,y,0,0,0,0,#041E42
198,Max Domi,domima01,23,MTL,LW,82,28,44,72,20,80,8.2,24,4,0,2,37,7,0,203,13.8,1425,17:23:00,39,53,447,549,44.9,44,30,8,96,ATL,n,0.142857143,0.159090909,0,0,#AF1E2D
199,Ryan Donato,donatry01,22,BOS,C,34,6,3,9,-11,2,0.4,3,3,0,0,3,0,0,75,8,425,12:30:00,10,15,7,10,41.2,49,24,9,107,ATL,y,0.5,0,0,0,#FFB81C
199,Ryan Donato,donatry01,22,MIN,C,22,4,12,16,-4,4,1.4,4,0,0,1,7,5,0,64,6.3,342,15:33:00,11,9,4,7,36.4,37,36,9,83,CEN,n,0,0.416666667,0,0,#154734
200,Matt Donovan,donovma01,28,NSH,D,2,0,1,1,0,2,0.1,0,0,0,0,1,0,0,1,0,15,7:24:00,3,0,0,0,NA,47,29,6,100,CEN,y,NaN,0,NaN,0,#FFB81C
201,Joonas Donskoi,donskjo01,26,SJS,RW,80,14,23,37,10,10,3.4,13,1,0,4,21,2,0,115,12.2,1074,13:25:00,36,36,1,9,10,46,27,9,101,PAC,y,0.071428571,0.086956522,0,0,#006D75
202,Jake Dotchin,dotchja01,24,ANA,D,20,0,1,1,-4,39,0.1,0,0,0,0,0,0,1,7,0,236,11:49:00,16,54,0,0,NA,35,37,10,80,PAC,n,NaN,0,NaN,1,#F47A38
203,Drew Doughty,doughdr01,29,LAK,D,82,8,37,45,-34,44,5.7,1,7,0,1,19,17,1,154,5.2,2181,NA,120,168,0,0,NA,31,42,9,71,PAC,n,0.875,0.459459459,0,0.027027027,#111111
204,Nic Dowd,dowdni01,28,WSH,C,64,8,14,22,10,20,2.1,8,0,0,3,13,0,1,47,17,659,10:18:00,37,97,245,227,51.9,48,26,8,104,MET,y,0,0,0,0.071428571,#041E42
205,Justin Dowling,dowliju01,28,DAL,C,11,0,1,1,-4,0,-0.2,0,0,0,0,1,0,0,9,0,139,12:40:00,7,11,31,28,52.5,43,32,7,93,CEN,y,NaN,0,NaN,0,#006847
206,Leon Draisaitl,draisle01,23,EDM,C,82,50,55,105,2,52,12.6,31,16,3,5,42,13,0,231,21.6,1852,22:35:00,26,57,677,663,50.5,35,38,9,79,PAC,n,0.32,0.236363636,0.06,0,#041E42
207,Sheldon Dries,driessh01,24,COL,C,40,3,3,6,-7,26,0,2,0,1,0,3,0,0,44,6.8,363,9:04:00,20,66,66,65,50.4,38,30,14,90,CEN,y,0,0,0.333333333,0,#6F263D
208,Jonathan Drouin,drouijo01,23,MTL,LW,81,18,35,53,-8,26,4.4,15,3,0,3,22,13,0,190,9.5,1371,16:56:00,23,55,37,51,42,44,30,8,96,ATL,n,0.166666667,0.371428571,0,0,#AF1E2D
209,Dillon Dube,dubedi01,20,CGY,C,25,1,4,5,2,4,0.2,1,0,0,0,4,0,0,22,4.5,252,10:04:00,3,11,16,24,40,50,25,7,107,PAC,y,0,0,0,0,#C8102E
210,Brandon Dubinsky,dubinbr01,32,CBJ,C,61,6,8,14,-16,36,0.2,6,0,0,0,7,0,1,63,9.5,754,12:21:00,28,147,427,321,57.1,47,31,4,98,MET,y,0,0,0,0.125,#002654
211,Pierre-Luc Dubois,duboipi01,20,CBJ,LW,82,27,34,61,16,64,7.2,25,2,0,5,27,7,0,174,15.5,1453,17:43:00,52,115,455,592,43.5,47,31,4,98,MET,y,0.074074074,0.205882353,0,0,#002654
212,Matt Duchene,duchema01,28,OTT,C,50,27,31,58,-2,6,6.8,22,5,0,1,24,7,0,126,21.4,962,19:15:00,28,17,473,386,55.1,29,47,6,64,ATL,n,0.185185185,0.225806452,0,0,#C2912C
212,Matt Duchene,duchema01,28,CBJ,C,23,4,8,12,-1,2,0.9,3,1,0,0,7,1,0,46,8.7,413,17:57:00,12,11,203,160,55.9,47,31,4,98,MET,y,0.25,0.125,0,0,#002654
213,Anthony Duclair,duclaan01,23,CBJ,LW,53,11,8,19,-3,12,1.9,7,4,0,2,7,1,0,92,12,652,12:19:00,21,24,2,13,13.3,47,31,4,98,MET,y,0.363636364,0.125,0,0,#002654
213,Anthony Duclair,duclaan01,23,OTT,LW,21,8,6,14,1,2,1.7,5,3,0,1,6,0,0,40,20,287,13:41:00,12,8,0,0,NA,29,47,6,64,ATL,n,0.375,0,0,0,#C2912C
